test_id,test_name,algorithm,score,min_w,max_w,nqueues,arrival_interval_us,jobs_dispatched,jobs_attended,dispatch_jobs_per_s,attended_jobs_per_s,queue_dispatch_cv,queue_dispatch_min,queue_dispatch_mean,queue_dispatch_max,worker_completed_cv,active_workers,configured_workers,sample_low,sample_medium,sample_high,queue_low,queue_medium,rate_low,rate_medium,rho_low,rho_medium,config
217,w2_2_q_tight,POWER_OF_2,0.96658931104639,2.0,2.0,1024.0,50.0,199999.0,199999.0,19999.9,19887.87953,0.0707,154.0,195.311523,243.0,0.0707,1024.0,1024.0,3.0,5.0,8.0,1.0,4.0,100.0,500.0,0.8,1.2,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/217_w2_2_q_tight.json
217,w2_2_q_tight,BAYES_PARTIAL,0.7269565381430368,2.0,2.0,1024.0,50.0,199999.0,199999.0,19999.9,19895.894213,1.200602,1.0,195.311523,849.0,1.200602,1024.0,1024.0,3.0,5.0,8.0,1.0,4.0,100.0,500.0,0.8,1.2,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/217_w2_2_q_tight.json
218,w2_2_rho_strict,JSQ,0.600254025678471,2.0,2.0,1024.0,50.0,200000.0,200000.0,20000.0,19886.588773,4.773665,0.0,195.3125,4722.0,1.199661,105.0,1024.0,4.0,8.0,12.0,2.0,6.0,500.0,2000.0,0.5,0.9,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/218_w2_2_rho_strict.json
218,w2_2_rho_strict,LSL,0.6021937942459006,2.0,2.0,1024.0,50.0,200000.0,200000.0,20000.0,19907.634548,4.812475,0.0,195.3125,4753.0,1.014424,86.0,1024.0,4.0,8.0,12.0,2.0,6.0,500.0,2000.0,0.5,0.9,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/218_w2_2_rho_strict.json
218,w2_2_rho_strict,POWER_OF_2,0.9668630599996763,2.0,2.0,1024.0,50.0,200000.0,200000.0,20000.0,19901.747065,0.070633,154.0,195.3125,242.0,0.070633,1024.0,1024.0,4.0,8.0,12.0,2.0,6.0,500.0,2000.0,0.5,0.9,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/218_w2_2_rho_strict.json
218,w2_2_rho_strict,BAYES_PARTIAL,0.693283251036986,2.0,2.0,1024.0,50.0,199999.0,199999.0,19999.9,19900.201978,1.584493,1.0,195.311523,1197.0,1.584493,1024.0,1024.0,4.0,8.0,12.0,2.0,6.0,500.0,2000.0,0.5,0.9,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/218_w2_2_rho_strict.json
219,w2_2_q_wide_rho_loose,JSQ,0.6057498000555511,2.0,2.0,1024.0,50.0,200000.0,200000.0,20000.0,19903.72964,4.773051,0.0,195.3125,4713.0,0.791027,70.0,1024.0,4.0,8.0,12.0,5.0,16.0,500.0,2000.0,1.0,1.8,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/219_w2_2_q_wide_rho_loose.json
219,w2_2_q_wide_rho_loose,LSL,0.6061569913536763,2.0,2.0,1024.0,50.0,200000.0,200000.0,20000.0,19899.40453,4.772614,0.0,195.3125,4675.0,0.760919,68.0,1024.0,4.0,8.0,12.0,5.0,16.0,500.0,2000.0,1.0,1.8,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/219_w2_2_q_wide_rho_loose.json
219,w2_2_q_wide_rho_loose,POWER_OF_2,0.9667279661853796,2.0,2.0,1024.0,50.0,199999.0,199999.0,19999.9,19895.221293,0.070678,154.0,195.311523,243.0,0.070678,1024.0,1024.0,4.0,8.0,12.0,5.0,16.0,500.0,2000.0,1.0,1.8,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/219_w2_2_q_wide_rho_loose.json
219,w2_2_q_wide_rho_loose,BAYES_PARTIAL,0.6959405042155942,2.0,2.0,1024.0,50.0,199999.0,199999.0,19999.9,19910.131191,1.592246,0.0,195.311523,1228.0,1.237175,733.0,1024.0,4.0,8.0,12.0,5.0,16.0,500.0,2000.0,1.0,1.8,/home/xalotzin/bayesiana/project/generated_configs/many_queues_weight_search/219_w2_2_q_wide_rho_loose.json
